text ,domain,name ,kind ,model
"South. We made ourselves as comfortable as we could for the expected long journey, only to",CollegeEssay_real_1078,Real College Essays,Human-Written,Human
"be rudely awakened after what seemed to be a five minutes' sleep, and turned out into the cold",CollegeEssay_real_1079,Real College Essays,Human-Written,Human
"dark night at Fouquereuil, a suburb of B??thune. The remainder of the night was spent at a somewhat",CollegeEssay_real_1080,Real College Essays,Human-Written,Human
elusive Orphanage in the town itself. On the following day we moved into billets at the Northern,CollegeEssay_real_1081,Real College Essays,Human-Written,Human
"end of the town on the banks of the La Bass??e Canal, where we were joined by the Transport",CollegeEssay_real_1082,Real College Essays,Human-Written,Human
"which had come from Ouderdom by road. October 3rd saw us once more on the move to Mont Bernenchon,",CollegeEssay_real_1083,Real College Essays,Human-Written,Human
"a clean, attractive little village, a few miles N.W. of B??thune. Our hopes of spending a day",CollegeEssay_real_1084,Real College Essays,Human-Written,Human
"or two in peace were soon shattered, for on the following day we made what seemed to be another",CollegeEssay_real_1085,Real College Essays,Human-Written,Human
"emergency move to B??thune, where we embussed for regions unknown. Shortly after dark we arrived",CollegeEssay_real_1086,Real College Essays,Human-Written,Human
"at Vermelles, and picked up guides, who led us as only guides can, to what proved to be a portion",CollegeEssay_real_1087,Real College Essays,Human-Written,Human
"of the German front line system captured in the fighting a few days before. The trenches, which",CollegeEssay_real_1088,Real College Essays,Human-Written,Human
"were near the ""Lone Tree,"" and within sight of the famous ""Tower Bridge"" at Loos, were little",CollegeEssay_real_1089,Real College Essays,Human-Written,Human
"damaged, and seemed to have been captured without a great deal of fighting, but the incessant",CollegeEssay_real_1090,Real College Essays,Human-Written,Human
rain and scarcity of habitable dug-outs made our stay as uncomfortable as the most hardened,CollegeEssay_real_1091,Real College Essays,Human-Written,Human
stoic could have desired. Our work consisted of reversing portions of the original German support,CollegeEssay_real_1092,Real College Essays,Human-Written,Human
trench to form a fire trench facing the other way. Owing to the distance to the then German,CollegeEssay_real_1093,Real College Essays,Human-Written,Human
"line (1,000 to 1,500 yards) and the low visibility, we were able to work openly and practically",CollegeEssay_real_1094,Real College Essays,Human-Written,Human
unmolested. Our only casualties were the result of an unlucky shell which fell on the morning,CollegeEssay_real_1095,Real College Essays,Human-Written,Human
"of October 5th, amongst a party of Signallers, killing L.-Sergt. C. E. Harrison, Signalling",CollegeEssay_real_1096,Real College Essays,Human-Written,Human
"Sergeant, and three men, whilst another man died of wounds a few days later.",CollegeEssay_real_1097,Real College Essays,Human-Written,Human
,CollegeEssay_real_1098,Real College Essays,Human-Written,Human
"The same evening we got orders to leave the trenches, and after a thoroughly unpleasant tramp,",CollegeEssay_real_1099,Real College Essays,Human-Written,Human
"in heavy rain and thick darkness over the slippery chalk tracks, which were guess-work to most",CollegeEssay_real_1100,Real College Essays,Human-Written,Human
"of us, we arrived soon after midnight at Mazingarbe, which for dirt, damp, and general cheerlessness,",CollegeEssay_real_1101,Real College Essays,Human-Written,Human
"almost rivalled our never-to-be-forgotten billets at Bac-St. Maur. So ended a beastly, tiring,",CollegeEssay_real_1102,Real College Essays,Human-Written,Human
"and, for all we ever learned, quite purposeless expedition.",CollegeEssay_real_1103,Real College Essays,Human-Written,Human
,CollegeEssay_real_1104,Real College Essays,Human-Written,Human
"After a short meal and much needed rest we felt fit for anything, and made light of the trek",CollegeEssay_real_1105,Real College Essays,Human-Written,Human
"on the early morning of October 6th, to our rest billets, which we found at Fouqui?¿res, a nice",CollegeEssay_real_1106,Real College Essays,Human-Written,Human
"clean little village about a mile west of B??thune. Here we found ourselves, for a short time,",CollegeEssay_real_1107,Real College Essays,Human-Written,Human
in peace and something approaching luxury.,CollegeEssay_real_1108,Real College Essays,Human-Written,Human
,CollegeEssay_real_1109,Real College Essays,Human-Written,Human
Our move South had brought us into the First Army (General Haig) and XI Corps. (Lt.-General,CollegeEssay_real_1110,Real College Essays,Human-Written,Human
"Haking), which had been busy in the recent fighting, and we now learned definitely for the",CollegeEssay_real_1111,Real College Essays,Human-Written,Human
first time that in the further fighting that was shortly to take place we were to play a prominent,CollegeEssay_real_1112,Real College Essays,Human-Written,Human
"part. On Saturday, October 9th, preliminary orders and plans were issued, and we learned that",CollegeEssay_real_1113,Real College Essays,Human-Written,Human
"our task was to be the capture of the ""Hohenzollern Redoubt"" and ""Fosse 8,"" an admirably constructed",CollegeEssay_real_1114,Real College Essays,Human-Written,Human
"scale model of which had been made on the ground outside Divisional Headquarters at Gosnay,",CollegeEssay_real_1115,Real College Essays,Human-Written,Human
where Officers and N.C.O.'s (and stray inhabitants) spent some time in a careful and interested,CollegeEssay_real_1116,Real College Essays,Human-Written,Human
examination of it.,CollegeEssay_real_1117,Real College Essays,Human-Written,Human
,CollegeEssay_real_1118,Real College Essays,Human-Written,Human
"In addition, a somewhat hurried reconnaissance of the position itself was made by Col. Fowler",CollegeEssay_real_1119,Real College Essays,Human-Written,Human
"and the Company Commanders from our trenches in front of Vermelles, from which the attack was",CollegeEssay_real_1120,Real College Essays,Human-Written,Human
to be made. In the short space of a couple of hours they endeavoured to get a working knowledge,CollegeEssay_real_1121,Real College Essays,Human-Written,Human
"of the maze of communication trenches, and the hostile ground over which, if all went well,",CollegeEssay_real_1122,Real College Essays,Human-Written,Human
"we should have to advance. Sunday was spent in Church Parade, and in going again through the",CollegeEssay_real_1123,Real College Essays,Human-Written,Human
"preliminary orders and plans, and in the afternoon the Corps Commander interviewed the Officers",CollegeEssay_real_1124,Real College Essays,Human-Written,Human
of the Division at Divisional Headquarters. We were then told something more as to the reason,CollegeEssay_real_1125,Real College Essays,Human-Written,Human
"and general plan of the attack, and were informed that we should be supported by the heaviest",CollegeEssay_real_1126,Real College Essays,Human-Written,Human
"concentration of artillery yet known in the war--400 guns of all calibres,--that all contingencies",CollegeEssay_real_1127,Real College Essays,Human-Written,Human
"had been provided for, and that in spite of the strength of the position, we should probably",CollegeEssay_real_1128,Real College Essays,Human-Written,Human
encounter very little opposition before reaching our objective.,CollegeEssay_real_1129,Real College Essays,Human-Written,Human
,CollegeEssay_real_1130,Real College Essays,Human-Written,Human
"The object of the attack, which was to be undertaken by the XI Corps, was to establish the",CollegeEssay_real_1131,Real College Essays,Human-Written,Human
"left flank of the First Army, and to render possible a further advance in conjunction with",CollegeEssay_real_1132,Real College Essays,Human-Written,Human
"the French on the South. The objective included the ""Quarries"" and Fosse 8, the 46th Division",CollegeEssay_real_1133,Real College Essays,Human-Written,Human
"being allotted the task of capturing the Hohenzollern Redoubt and Fosse 8, whilst the 12th",CollegeEssay_real_1134,Real College Essays,Human-Written,Human
"Division was to attack on our right, and be responsible for the Quarries. The Fosse and surroundings",CollegeEssay_real_1135,Real College Essays,Human-Written,Human
"had already been in our hands once, having been attacked and captured during the last week",CollegeEssay_real_1136,Real College Essays,Human-Written,Human
"in September by the 9th Division, who unfortunately, however, had been compelled to withdraw,",CollegeEssay_real_1137,Real College Essays,Human-Written,Human
and a subsequent attempt by the 28th Division to recapture it had also proved a dismal failure.,CollegeEssay_real_1138,Real College Essays,Human-Written,Human
"What, we wondered, was in store for the 46th Division?",CollegeEssay_real_1139,Real College Essays,Human-Written,Human
,CollegeEssay_real_1140,Real College Essays,Human-Written,Human
"Fosse 8 is, or rather was, a typical colliery pit, with the usual winding and head gear and",CollegeEssay_real_1141,Real College Essays,Human-Written,Human
"other plant, and pit-head pile of slag (called in this case ""The Dump""), which like its neighbour,",CollegeEssay_real_1142,Real College Essays,Human-Written,Human
"the famous Tower of Wingles, overlooked the whole position, whilst in rear there were the usual",CollegeEssay_real_1143,Real College Essays,Human-Written,Human
"rows of miners' cottages. These cottages (called ""Corons"") had cellars, and were thus very",CollegeEssay_real_1144,Real College Essays,Human-Written,Human
"easy to defend with machine guns, which could fire with great effect, and comparative safety,",CollegeEssay_real_1145,Real College Essays,Human-Written,Human
"from ground level. In front of the Fosse and protecting it lay the Hohenzollern Redoubt, consisting",CollegeEssay_real_1146,Real College Essays,Human-Written,Human
"of a salient trench system shaped rather like a big bean, and projecting well in front of the",CollegeEssay_real_1147,Real College Essays,Human-Written,Human
"German main system, to which it was connected by communication trenches, and by two flank trenches",CollegeEssay_real_1148,Real College Essays,Human-Written,Human
"known as ""Big Willie"" and ""Little Willie."" The importance of the position lay in the fact that",CollegeEssay_real_1149,Real College Essays,Human-Written,Human
"it was on the top of a gentle rise, giving command and good observation of our position on",CollegeEssay_real_1150,Real College Essays,Human-Written,Human
either side. Its capture was rendered difficult by the fact that the ground in front of it,CollegeEssay_real_1151,Real College Essays,Human-Written,Human
"was level, and almost devoid of cover, affording a very fine field of fire, which could be",CollegeEssay_real_1152,Real College Essays,Human-Written,Human
swept from practically every direction. From our trenches very little could be seen except,CollegeEssay_real_1153,Real College Essays,Human-Written,Human
"the Dump, and the roof of the manager's house.",CollegeEssay_real_1154,Real College Essays,Human-Written,Human
,CollegeEssay_real_1155,Real College Essays,Human-Written,Human
The attack was to be carried out by the 137th Brigade on the right under Brigadier-General,CollegeEssay_real_1156,Real College Essays,Human-Written,Human
"E. Feetham, C.B., and the 138th Brigade on the left under Brigadier-General G. C. Kemp, whilst",CollegeEssay_real_1157,Real College Essays,Human-Written,Human
the 139th Brigade were to be in Divisional Reserve under Brigadier-General C. T. Shipley. The,CollegeEssay_real_1158,Real College Essays,Human-Written,Human
"covering Artillery consisted of three groups of heavy Artillery under the Corps Commander,",CollegeEssay_real_1159,Real College Essays,Human-Written,Human
"and one group of Divisional Artillery (six Brigades of 18-pounders, and one Brigade of 4.5",CollegeEssay_real_1160,Real College Essays,Human-Written,Human
Howitzers).,CollegeEssay_real_1161,Real College Essays,Human-Written,Human
,CollegeEssay_real_1162,Real College Essays,Human-Written,Human
"To his immense pleasure, 2nd Lieut. R. E. Hemingway, our Battalion Grenade Officer, was put",CollegeEssay_real_1163,Real College Essays,Human-Written,Human
"in charge of the Grenadiers attached to the 138th Brigade, the party also including the Battalion",CollegeEssay_real_1164,Real College Essays,Human-Written,Human
"Grenadier Sergeant, G. F. Foster. Bombing was now entering on the period of its greatest importance--always",CollegeEssay_real_1165,Real College Essays,Human-Written,Human
"in our humble opinion greatly exaggerated. The Mills bomb was rapidly ousting all other kinds,",CollegeEssay_real_1166,Real College Essays,Human-Written,Human
"and shortly became almost the only one in normal use. Much time was put in at throwing practice,",CollegeEssay_real_1167,Real College Essays,Human-Written,Human
"and every kind of artifice was adopted by instructors to make it interesting, and at the same",CollegeEssay_real_1168,Real College Essays,Human-Written,Human
"time improve the aim and distance thrown. A ""platoon"" of ""grenadiers,"" as they were at first",CollegeEssay_real_1169,Real College Essays,Human-Written,Human
"called, was formed in each Battalion, consisting of a Grenadier Officer, a sergeant and 32",CollegeEssay_real_1170,Real College Essays,Human-Written,Human
"men, (eight from each Company), and to show how much we respected them, we put them when on",CollegeEssay_real_1171,Real College Essays,Human-Written,Human
"the march at the head of the Battalion. There was a Brigade Grenadier Officer too, who made",CollegeEssay_real_1172,Real College Essays,Human-Written,Human
himself generally responsible for the training and work of Grenadiers throughout the Brigade.,CollegeEssay_real_1173,Real College Essays,Human-Written,Human
"The first Officer appointed to this post in our Brigade was Lieut. A. Hacking, who had taken",CollegeEssay_real_1174,Real College Essays,Human-Written,Human
over the duties just before the Hohenzollern battle. The task allotted to the Grenadiers in,CollegeEssay_real_1175,Real College Essays,Human-Written,Human
"this fight, was to bomb the various communication trenches leading from ""West Face"" to ""Fosse",CollegeEssay_real_1176,Real College Essays,Human-Written,Human
"Trench,"" clear dug-outs and establish blocks in ""Fosse Alley.""",CollegeEssay_real_1177,Real College Essays,Human-Written,Human
,CollegeEssay_real_1178,Real College Essays,Human-Written,Human
"Information regarding the enemy, gained by Corps Intelligence during the attacks of September",CollegeEssay_real_1179,Real College Essays,Human-Written,Human
"25th, and following days from our own Officers, and from the examination of prisoners, was",CollegeEssay_real_1180,Real College Essays,Human-Written,Human
"to the effect that the enemy trenches in the Redoubt, with the exception of ""Dump Trench"" and",CollegeEssay_real_1181,Real College Essays,Human-Written,Human
"South Face, were badly damaged and not strongly wired, that previous attacks had been exposed",CollegeEssay_real_1182,Real College Essays,Human-Written,Human
"to heavy enfilade fire from ""Mad Point"" or ""Madagascar,"" that it was not thought there would",CollegeEssay_real_1183,Real College Essays,Human-Written,Human
"be much enfilade fire from the South-East, and that it was not necessary to waste a lot of",CollegeEssay_real_1184,Real College Essays,Human-Written,Human
"heavy shell on the Dump, as it could be made untenable by both sides. How far this was justifiable",CollegeEssay_real_1185,Real College Essays,Human-Written,Human
will be seen.,CollegeEssay_real_1186,Real College Essays,Human-Written,Human
,CollegeEssay_real_1187,Real College Essays,Human-Written,Human
"Our few days at Fouqui?¿res passed very quickly in the bustle of completing equipment, going",CollegeEssay_real_1188,Real College Essays,Human-Written,Human
"again and again with all ranks through the maps and plans of attack, detailing and organising",CollegeEssay_real_1189,Real College Essays,Human-Written,Human
"bombing squads in the place of those detached for duty with the other Brigades, and writing",CollegeEssay_real_1190,Real College Essays,Human-Written,Human
"last letters home ""in case----"" There was little or no excitement. We had most of us seen too",CollegeEssay_real_1191,Real College Essays,Human-Written,Human
"much by this time to be either unduly pessimistic or over-confident about our own chances,",CollegeEssay_real_1192,Real College Essays,Human-Written,Human
"so that everything seemed to go quietly and smoothly. The first steel helmets had just arrived--quaint,",CollegeEssay_real_1193,Real College Essays,Human-Written,Human
"antique, Japanese looking things, with ingenious corrugations to catch the bullets--and were",CollegeEssay_real_1194,Real College Essays,Human-Written,Human
"issued to the Machine Gunners, who had also received the first supply of the new Box Respirator,",CollegeEssay_real_1195,Real College Essays,Human-Written,Human
issued in place of the Smoke Helmet. The Machine Gun section was now commanded by Lieut. Adams.,CollegeEssay_real_1196,Real College Essays,Human-Written,Human
,CollegeEssay_real_1197,Real College Essays,Human-Written,Human
"It was at 3.45 p.m. on October 12th, after making our final inspections and collecting blankets,",CollegeEssay_real_1198,Real College Essays,Human-Written,Human
"packs and other surplus stores at a convenient barn, that we moved off from Fouqui?¿res on a",CollegeEssay_real_1199,Real College Essays,Human-Written,Human
"fine Autumn afternoon, leaving behind only 2nd Lieut. Gray, and a few odd men, who were not",CollegeEssay_real_1200,Real College Essays,Human-Written,Human
fit to go into action. Transport marched in rear of the Battalion to temporary lines behind,CollegeEssay_real_1201,Real College Essays,Human-Written,Human
"Noyelles, where it remained until after the battle.",CollegeEssay_real_1202,Real College Essays,Human-Written,Human
,CollegeEssay_real_1203,Real College Essays,Human-Written,Human
"We had a very pleasant and easy march up to Vermelles, where a halt was made for tea. Here",CollegeEssay_real_1204,Real College Essays,Human-Written,Human
we were passed by one of the Stafford Battalions who were to make the assault. It was too dark,CollegeEssay_real_1205,Real College Essays,Human-Written,Human
"to see their faces, but their voices were full of confidence and cheeriness, which it did one",CollegeEssay_real_1206,Real College Essays,Human-Written,Human
good to hear.,CollegeEssay_real_1207,Real College Essays,Human-Written,Human
,CollegeEssay_real_1208,Real College Essays,Human-Written,Human
"A temporary Quarter-Master's Stores was fitted up at ""Clarke's Keep,"" Vermelles, where Companies",CollegeEssay_real_1209,Real College Essays,Human-Written,Human
"picked up their rations for the 13th, water in petrol tins, grenades, Vermorel sprayers, and",CollegeEssay_real_1210,Real College Essays,Human-Written,Human
other odds and ends likely to be required. An emergency ration of cold bacon and bread was,CollegeEssay_real_1211,Real College Essays,Human-Written,Human
also issued.,CollegeEssay_real_1212,Real College Essays,Human-Written,Human
,CollegeEssay_real_1213,Real College Essays,Human-Written,Human
"Eventually after a very slow march through Vermelles, which was a seething mass of men and",CollegeEssay_real_1214,Real College Essays,Human-Written,Human
"transport, we arrived about 11 p.m. at our assembly position in ""Sussex Trench,"" where space",CollegeEssay_real_1215,Real College Essays,Human-Written,Human
"was allotted to us by Lieut. C. L. Hill, Signalling Officer, who had gone on ahead with a few",CollegeEssay_real_1216,Real College Essays,Human-Written,Human
Signallers for that purpose. We soon settled down and made the best we could of what remained,CollegeEssay_real_1217,Real College Essays,Human-Written,Human
"of the night. This was not long, for the carrying parties for the 138th Brigade, and others",CollegeEssay_real_1218,Real College Essays,Human-Written,Human
had to report for duty at Clarke's Keep at 6 a.m. on October 13th. In all we provided a total,CollegeEssay_real_1219,Real College Essays,Human-Written,Human
"of five Officers and 300 other ranks for this duty, and they were busy most of the morning",CollegeEssay_real_1220,Real College Essays,Human-Written,Human
"taking up to the front line such necessary articles as rations, water, grenades, and rum. His",CollegeEssay_real_1221,Real College Essays,Human-Written,Human
"devotion to the last-named duty was too much for one bloodthirsty, but very ill-disciplined",CollegeEssay_real_1222,Real College Essays,Human-Written,Human
"member of the Battalion, who became ""non-effective"" in consequence, and was reported by someone,",CollegeEssay_real_1223,Real College Essays,Human-Written,Human
"who saw him lying in the bottom of a communication trench, as ""dead--shot through the head.""",CollegeEssay_real_1224,Real College Essays,Human-Written,Human
"He was ""dead"" right enough, but he lived to fight--and, it is feared to ""die"" again--another day!",CollegeEssay_real_1225,Real College Essays,Human-Written,Human
,CollegeEssay_real_1226,Real College Essays,Human-Written,Human
"Our artillery fire during the morning was normal, ""so as not to arouse the suspicions of the",CollegeEssay_real_1227,Real College Essays,Human-Written,Human
"Germans,"" who, as a fact, probably knew quite as much as most of us about the time and nature",CollegeEssay_real_1228,Real College Essays,Human-Written,Human
"of our attack. But at 12.0 noon, every gun began in real earnest, and it was possible to stand",CollegeEssay_real_1229,Real College Essays,Human-Written,Human
"on the firestep of our trench, and get an undisturbed, if rather distant, view of the shells",CollegeEssay_real_1230,Real College Essays,Human-Written,Human
"bursting all over the German trenches. After half-an-hour of this most unusual, but very pleasing",CollegeEssay_real_1231,Real College Essays,Human-Written,Human
"spectacle, one felt that there would be little left for us to attack.",CollegeEssay_real_1232,Real College Essays,Human-Written,Human
,CollegeEssay_real_1233,Real College Essays,Human-Written,Human
"At 1 p.m. the greenish yellow clouds of smoke and chlorine gas (known for some time as ""The",CollegeEssay_real_1234,Real College Essays,Human-Written,Human
"Auxiliary"") discharged from cylinders in our front line began to roll towards the enemy lines,",CollegeEssay_real_1235,Real College Essays,Human-Written,Human
"the breeze being exactly right both in strength and direction, and we became happier still",CollegeEssay_real_1236,Real College Essays,Human-Written,Human
at the thought of paying the Germans back in their own coin. During the whole of our bombardment,CollegeEssay_real_1237,Real College Essays,Human-Written,Human
"we could hear very little reply from the German guns, though from time to time we could see",CollegeEssay_real_1238,Real College Essays,Human-Written,Human
"a few ""woolly bears"" and other shell-bursts, at odd points about the forward trenches. Probably",CollegeEssay_real_1239,Real College Essays,Human-Written,Human
"they were saving most of their fire for the actual assault, and except for a stray machine",CollegeEssay_real_1240,Real College Essays,Human-Written,Human
"gun bullet or two, we ourselves were in no kind of danger. One of those, however, which must",CollegeEssay_real_1241,Real College Essays,Human-Written,Human
"have dropped at a steep angle, slightly wounded Regimental Sergt-Major Mounteney, who was standing",CollegeEssay_real_1242,Real College Essays,Human-Written,Human
in the trench with the Officers of Battalion Headquarters. He had only rejoined from England,CollegeEssay_real_1243,Real College Essays,Human-Written,Human
"a few days before, and was our first casualty in the attack.",CollegeEssay_real_1244,Real College Essays,Human-Written,Human
,CollegeEssay_real_1245,Real College Essays,Human-Written,Human
"At 1.50 p.m. the gas discharge ceased, but the smoke was continued until 2.0 p.m., when our",CollegeEssay_real_1246,Real College Essays,Human-Written,Human
"guns ""lifted"" from the enemy front line, and the 137th and 138th Brigades began the assault.",CollegeEssay_real_1247,Real College Essays,Human-Written,Human
"As the smoke cleared away, we could get a fair view of a portion of the attacking troops (Staffords)",CollegeEssay_real_1248,Real College Essays,Human-Written,Human
"on the right as they went steadily, and apparently in excellent order over the top, but, almost",CollegeEssay_real_1249,Real College Essays,Human-Written,Human
"at the same time we heard with surprise and dismay, the somewhat slow ""tap-tap"" of numbers",CollegeEssay_real_1250,Real College Essays,Human-Written,Human
"of those enemy machine guns, which were to have been so completely silenced by our bombardment!",CollegeEssay_real_1251,Real College Essays,Human-Written,Human
We watched the Staffords for a few moments until they disappeared from view.,CollegeEssay_real_1252,Real College Essays,Human-Written,Human
,CollegeEssay_real_1253,Real College Essays,Human-Written,Human
"Then followed a period of anxious waiting, and the only information we got was to the effect",CollegeEssay_real_1254,Real College Essays,Human-Written,Human
that the 138th Brigade on the left had practically gained their portion of the Redoubt.,CollegeEssay_real_1255,Real College Essays,Human-Written,Human
,CollegeEssay_real_1256,Real College Essays,Human-Written,Human
"Soon after 3 o'clock, we received orders to move forward, and began to proceed by way of ""Inverness",CollegeEssay_real_1257,Real College Essays,Human-Written,Human
"Trench,"" ""Bomb Alley"" and ""Left Boyau"" to ""Reserve Trench."" Movement was very slow, owing to",CollegeEssay_real_1258,Real College Essays,Human-Written,Human
"the congestion of the traffic, and the narrowness of the trenches, and took a long time to",CollegeEssay_real_1259,Real College Essays,Human-Written,Human
"complete. There we were destined to remain for several hours, and suffered a few casualties",CollegeEssay_real_1260,Real College Essays,Human-Written,Human
"from shell fire, apparently directed at the junctions of the trench with ""Central"" and ""Right",CollegeEssay_real_1261,Real College Essays,Human-Written,Human
"Boyaux."" We were now nominally at the disposal of General Officer Commanding 137th Brigade,",CollegeEssay_real_1262,Real College Essays,Human-Written,Human
"but never received any orders from him, and eventually drifted to the command of General Officer",CollegeEssay_real_1263,Real College Essays,Human-Written,Human
Commanding 138th Brigade.,CollegeEssay_real_1264,Real College Essays,Human-Written,Human
,CollegeEssay_real_1265,Real College Essays,Human-Written,Human
Traffic became more and more congested by the stream of wounded which was now pouring down,CollegeEssay_real_1266,Real College Essays,Human-Written,Human
"Central Boyau and ""Barts Alley,"" and by carrying parties and supports endeavouring to get along",CollegeEssay_real_1267,Real College Essays,Human-Written,Human
the Reserve Trench up to the Redoubt.,CollegeEssay_real_1268,Real College Essays,Human-Written,Human
,CollegeEssay_real_1269,Real College Essays,Human-Written,Human
"Soon we began to gather scraps of information from those who were coming down, and to realise",CollegeEssay_real_1270,Real College Essays,Human-Written,Human
"that things were going far from well. The usual answer was ""Don't ask me, all I know is it's",CollegeEssay_real_1271,Real College Essays,Human-Written,Human
"Hell up there!"" It was now getting too dark to see, and we could only gather that at any rate",CollegeEssay_real_1272,Real College Essays,Human-Written,Human
we were holding the West Face and having a pretty bad time in doing so; also that our Grenadiers,CollegeEssay_real_1273,Real College Essays,Human-Written,Human
"attached to the 138th Brigade, had suffered heavily. Sergt. G. F. Foster was carried down dying",CollegeEssay_real_1274,Real College Essays,Human-Written,Human
"from wounds in the body, and Hemingway was reported to be dangerously wounded, if not already dead.",CollegeEssay_real_1275,Real College Essays,Human-Written,Human
,CollegeEssay_real_1276,Real College Essays,Human-Written,Human
Things had not gone well. As we learned afterwards the attack of the Staffords on the right,CollegeEssay_real_1277,Real College Essays,Human-Written,Human
"had been held up almost immediately by machine gun fire, and very little ground had been made.",CollegeEssay_real_1278,Real College Essays,Human-Written,Human
"On the left, the Lincolns and Leicesters at first were more fortunate, and reaching West Face",CollegeEssay_real_1279,Real College Essays,Human-Written,Human
"with comparatively few casualties, began to make their way up to Fosse Trench. But the further",CollegeEssay_real_1280,Real College Essays,Human-Written,Human
"they advanced, the more heavy became their losses, until eventually the advance came to a standstill,",CollegeEssay_real_1281,Real College Essays,Human-Written,Human
the furthest point reached being about 100 yards from Fosse Trench. From these more advanced,CollegeEssay_real_1282,Real College Essays,Human-Written,Human
"positions they were gradually forced back, until only the West Face was in our hands. It is",CollegeEssay_real_1283,Real College Essays,Human-Written,Human
"abundantly clear that the effect of our bombardment did not come up to expectations, and that",CollegeEssay_real_1284,Real College Essays,Human-Written,Human
"many machine guns were untouched, and, worst of all, that the Dump, on which ""heavy shell need",CollegeEssay_real_1285,Real College Essays,Human-Written,Human
"not be wasted, as it could be made untenable by either side,"" proved to be a miniature Gibraltar,",CollegeEssay_real_1286,Real College Essays,Human-Written,Human
honeycombed with shafts and galleries leading to concealed machine gun emplacements. Small,CollegeEssay_real_1287,Real College Essays,Human-Written,Human
wonder that little ground could be made or held in the face of such defences.,CollegeEssay_real_1288,Real College Essays,Human-Written,Human
,CollegeEssay_real_1289,Real College Essays,Human-Written,Human
"The news that things were going badly induced a Battalion Commander of another Brigade, whose",CollegeEssay_real_1290,Real College Essays,Human-Written,Human
"Battalion had been taken from him piecemeal and scattered to the four winds of heaven, to order",CollegeEssay_real_1291,Real College Essays,Human-Written,Human
"A Company, in the absence of Col. Fowler, to go across to the Redoubt to reinforce the troops",CollegeEssay_real_1292,Real College Essays,Human-Written,Human
"there. Information, however, was brought by L.-Corpl. Simpson of A Company (killed a few hours",CollegeEssay_real_1293,Real College Essays,Human-Written,Human
"later), who made a rapid and courageous journey over the open to West Face, to the effect that",CollegeEssay_real_1294,Real College Essays,Human-Written,Human
"that trench was already overcrowded, and that the troops there required thinning, rather than",CollegeEssay_real_1295,Real College Essays,Human-Written,Human
reinforcing.,CollegeEssay_real_1296,Real College Essays,Human-Written,Human
,CollegeEssay_real_1297,Real College Essays,Human-Written,Human
"It was now getting late and things seemed to be in a very unsatisfactory state, when orders",CollegeEssay_real_1298,Real College Essays,Human-Written,Human
"were issued by Col. Fowler, who had met General Kemp in the trenches, and received verbal instructions",CollegeEssay_real_1299,Real College Essays,Human-Written,Human
"to be prepared to carry out an attack at short notice on the right portion of the Redoubt,",CollegeEssay_real_1300,Real College Essays,Human-Written,Human
for Companies (except B who were detached for other work) to begin to move up in readiness,CollegeEssay_real_1301,Real College Essays,Human-Written,Human
to our front line trenches. This movement began about 9.0 p.m. very slowly along Reserve Trench,CollegeEssay_real_1302,Real College Essays,Human-Written,Human
"and ""Hayward's Heath."" The difficulty of moving a Battalion at night, in single file, through",CollegeEssay_real_1303,Real College Essays,Human-Written,Human
"a maze of unfamiliar trenches without losing touch, may be better imagined than described,",CollegeEssay_real_1304,Real College Essays,Human-Written,Human
"and it was after midnight before we had covered the 400 or 500 yards, which was all we had to do.",CollegeEssay_real_1305,Real College Essays,Human-Written,Human
,CollegeEssay_real_1306,Real College Essays,Human-Written,Human
"Whilst this was going on Col. Fowler and the Adjutant, accompanied by the Staff Captain, Major",CollegeEssay_real_1307,Real College Essays,Human-Written,Human
"Wordsworth, made a hasty reconnaissance of the position, and found that elements of the 138th",CollegeEssay_real_1308,Real College Essays,Human-Written,Human
"Brigade and Monmouths were holding the North-Western portion of West Face, whilst the Eastern",CollegeEssay_real_1309,Real College Essays,Human-Written,Human
portion of Big Willie was held by the 6th Battalion. Except for a short distance near the barricade,CollegeEssay_real_1310,Real College Essays,Human-Written,Human
"on each flank, the trench between these points was held by the enemy.",CollegeEssay_real_1311,Real College Essays,Human-Written,Human
,CollegeEssay_real_1312,Real College Essays,Human-Written,Human
"At 2.45 a.m. on October 14th, we received from General Officer Commanding 138th Brigade, written",CollegeEssay_real_1313,Real College Essays,Human-Written,Human
"orders to attack and consolidate ""as soon as possible"" the South-Eastern portion of West Face,",CollegeEssay_real_1314,Real College Essays,Human-Written,Human
"the junction of South Face and Big Willie (shewn on the map as Point 60), and if possible the",CollegeEssay_real_1315,Real College Essays,Human-Written,Human
Chord of the Redoubt. The order stated that the 6th Battalion in Big Willie would co-operate,CollegeEssay_real_1316,Real College Essays,Human-Written,Human
"by a bombing attack along that trench ""at the same time."" Owing to the difficulty of getting",CollegeEssay_real_1317,Real College Essays,Human-Written,Human
"messages to and fro, in the maze of unknown trenches in the dark, it was quite impossible to",CollegeEssay_real_1318,Real College Essays,Human-Written,Human
"get in touch with the 6th Battalion so as to give them any idea when our attack would begin,",CollegeEssay_real_1319,Real College Essays,Human-Written,Human
so that we were not able to rely on getting much help from them. The Commanding Officer decided,CollegeEssay_real_1320,Real College Essays,Human-Written,Human
"that two Companies would be sufficient for the attack, which was of course going to be without",CollegeEssay_real_1321,Real College Essays,Human-Written,Human
